allocationYear,fundId,clusterId,ClusterCBPFCERFId,partnerTypeId,partnerCode,projectList,budget
2018,27,6,6,2,242561.088,8871,819467.18
2018,27,6,6,2,244521.1776,8792,722160.12
2018,27,6,6,2,245991.2448,8793,700520.51
2018,27,6,6,2,254811.648,8780,288747.64
2018,27,6,6,4,331745.1648,8771,725497.45
2018,27,7,7,1,195518.9376,8887##9401##9403,1461150.544
2018,27,7,7,1,201399.2064,8782,178307.26
2018,27,7,7,1,202379.2512,9386##9368##11126,620190.0
2018,27,7,7,1,210219.6096,8788,177437.0
2018,27,7,7,1,221490.1248,10116##8791##9230##11062,1637293.8650000002
2018,27,7,7,1,222960.192,10902,218413.215
2018,27,7,7,1,238640.9088,9408,119378.301
2018,27,7,7,1,266082.1632,9260,322844.0
2018,27,7,7,1,270002.3424,8956##8899,806107.45352
2018,27,7,7,1,270982.3872,8799,160453.35
2018,27,7,7,1,275882.6112,8805##9354,952600.505
2018,27,7,7,2,225410.304,10136##10899##9357,1599844.7464
2018,27,7,7,2,275392.5888,8808,68765.76
2018,27,8,8,1,193558.848,9306,265247.612
2018,27,8,8,1,267552.2304,11429##8810##8890##9340,1449996.75
2018,27,8,8,2,226390.3488,8855##9253,724137.0504999999
2018,27,8,8,2,245991.2448,11426##11109,628740.21
2018,27,8,8,2,246481.2672,8798##9294,188779.269336
2018,27,8,8,2,272452.4544,11425,250000.0
2018,27,8,8,2,281762.88,10924,180000.75
2018,27,8,8,3,196008.96,8795##9274,471272.87
2018,27,9,9,1,195518.9376,9403,124999.9825
2018,27,9,9,1,202379.2512,8797##9386##9368##11078,1441923.51
2018,27,9,9,1,221490.1248,9230,78718.445
2018,27,9,9,1,222960.192,10902##8775,468411.765
2018,27,9,9,1,224430.2592,9381,146478.1835
2018,27,9,9,1,270002.3424,8899,191919.88648
2018,27,9,9,1,272942.4768,8864##9333,695248.01
2018,27,9,9,1,275882.6112,9354,292322.765
2018,27,9,9,2,239130.9312,8783##11047,1657468.17
2018,27,9,9,2,263632.0512,8784,884852.55
2018,27,9,9,2,275392.5888,8808,378211.68
2018,27,10,10,1,191598.7584,8776,30777.7811
2018,27,10,10,1,193068.8256,10984,228796.404
2018,27,10,10,1,195518.9376,9401##9403,373478.1838
2018,27,10,10,1,202379.2512,8958##9368##11078##11126,1167054.0
2018,27,10,10,1,224430.2592,9381,119845.7865
2018,27,10,10,1,228840.4608,8896,684085.63
2018,27,10,10,2,225410.304,10899,108853.7536
2018,27,10,10,2,226880.3712,8847,115492.38
2018,27,10,10,2,229820.5056,8801,81818.62
2018,27,10,10,2,232760.64,8769,35909.5284
2018,27,10,10,2,236190.7968,8806,360000.54
2018,27,10,10,2,238150.8864,9402,129042.0
2018,27,10,10,2,244521.1776,9347,314064.01
2018,27,10,10,2,250401.4464,10934##9336,387296.99
2018,27,10,10,2,264612.096,9291##11040##11049,970708.4299999999
2018,27,10,10,2,266572.1856,8772,73872.0
2018,27,10,10,3,200419.1616,11110,500000.3
2018,27,10,10,4,331745.1648,10904##11088,402949.68549999996
2018,27,11,11,1,193558.848,9227,120228.801
2018,27,11,11,1,197479.0272,10079##9370##9247##10993,1945150.69
2018,27,11,11,1,200909.184,9252,494344.38
2018,27,11,11,1,201889.2288,8856,478875.0
2018,27,11,11,1,221000.1024,11092,125768.6904
2018,27,11,11,1,241581.0432,10124,210000.0
2018,27,11,11,1,265102.1184,10909,235126.08
2018,27,11,11,1,274902.5664,10128,480000.4
2018,27,11,11,2,225410.304,9357,225012.44
2018,27,11,11,2,226880.3712,8957,235985.08
2018,27,11,11,2,240110.976,10132,200000.85
2018,27,11,11,2,245011.2,8790,111987.27
2018,27,11,11,2,246481.2672,9294,234497.920664
2018,27,11,11,2,250891.4688,8809,46387.06
2018,27,11,11,2,269512.32,9276,970953.96
2018,27,11,11,2,272452.4544,8800,112539.0
2018,27,11,11,2,275392.5888,8808,44206.56
2018,27,11,11,4,331745.1648,10904,160434.3545
2018,27,13,13,1,193068.8256,9718,600000.53
2018,27,13,13,1,193558.848,9653,1499562.3
2018,27,13,13,1,267552.2304,9686,1250078.09
2018,27,13,13,2,239130.9312,9666,1124984.07
2018,27,13,13,3,200419.1616,9684,845556.8
2018,36,3,3,1,2433712.2417,10277,179717.11
2018,36,3,3,1,614400.0673,10223##10962,569988.01
2018,36,3,3,1,977498.0853,10966,250000.43
2018,36,4,4,1,149061.2916,10218,550000.03
2018,36,4,4,1,2356315.0326,10299##10963,996318.6599999999
2018,36,4,4,1,2367781.2858,10264##10957,727411.88
2018,36,4,4,1,2433712.2417,10209,1222845.51
2018,36,4,4,1,2678325.6433,10330,440108.22
2018,36,4,4,1,2750945.2469,10315##11514,3843202.6421999997
2018,36,4,4,1,614400.0673,10319,250000.0
2018,36,6,6,1,2367781.2858,10262,350000.0
2018,36,6,6,1,2658259.7002,10270,348342.35
2018,36,6,6,1,2750945.2469,10952,399973.47
2018,36,6,6,1,614400.0673,10950,600000.0
2018,36,6,6,2,1519278.549,10296,400113.66
2018,36,6,6,3,2674503.5589,10321,399994.65
2018,36,7,7,1,2379247.539,10326,166999.86
2018,36,7,7,1,2750945.2469,10329##11514,2720001.6043999996
2018,36,7,7,1,977498.0853,10269,199999.97
2018,36,7,7,2,1519278.549,10959,159911.11
2018,36,7,7,3,2503465.282,10348##10352,450471.71
2018,36,7,7,3,2522575.704,10325##10337,749911.62
2018,36,7,7,3,2537864.0416,10318,1450712.41
2018,36,7,7,3,2554107.9003,10236##10344,2557819.8
2018,36,9,9,1,1446658.9454,11565,600000.67
2018,36,9,9,1,2360137.117,10258,475569.29
2018,36,9,9,1,2367781.2858,10263,351433.48
2018,36,9,9,1,2379247.539,11506,95641.5
2018,36,9,9,1,2577040.4067,11511,169540.78
2018,36,9,9,1,2750945.2469,10292##11533,907254.24
2018,36,9,9,1,324877.174,10362,286998.63
2018,36,9,9,1,978453.6064,10305,241216.41
2018,36,9,9,2,1519278.549,10285##10961##11548,748622.24
2018,36,9,9,3,2522575.704,10331##11540,4499955.13
2018,36,9,9,3,2545508.2104,10301##11551,6000063.92
2018,36,9,9,3,2554107.9003,10255##10954##11528,1305270.55
2018,36,10,10,1,2356315.0326,10917,74899.44
2018,36,10,10,1,2750945.2469,10295,500000.02
2018,36,10,10,1,614400.0673,10224,500000.05
2018,36,10,10,3,2503465.282,10704,320085.9
2018,36,10,10,3,2513020.493,10705,184240.24
2018,36,10,10,3,2522575.704,10846,350613.32
2018,36,10,10,3,2672592.5167,11626,192749.8
2018,36,10,10,3,2711768.8818,10791,167958.08
2018,36,11,11,1,2345804.3005,10267,400427.48
2018,36,11,11,1,2356315.0326,10205,372987.37
2018,36,11,11,1,2433712.2417,10208##10317,1075800.0
2018,36,11,11,1,2455689.227,10948,380000.08
2018,36,11,11,1,2658259.7002,10233,376349.57
2018,36,11,11,1,2750945.2469,10951##11514,3270001.7934
2018,36,11,11,1,614400.0673,10307,224563.58
2018,36,11,11,3,2392624.8344,10265,275276.76
2018,36,11,11,3,2522575.704,10328##10964,1551159.1
2018,49,7,7,3,4662454.9824,10499,350000.1
2018,49,7,7,3,4722410.9088,10494,2281581.01
2018,51,3,3,1,4671420.672,11435,600003.04
2018,51,4,4,3,754098.176,8361,856000.0
2018,51,7,7,2,1577080.32,9615,399997.03
2018,55,4,4,1,138896.4267,11420,501600.68
2018,55,4,4,1,687623.0507,11423,303276.52
2018,55,4,4,3,4739626.2148,11388,3970322.79
2018,55,7,7,2,2256638.2412,9592,49327.0
2018,55,10,10,2,2256638.2412,9592,49327.0
2018,55,10,10,2,2952835.1454,9594,99997.71
2018,55,10,10,2,3024855.5148,9669,101603.63
2018,55,10,10,3,4739626.2148,8650,499573.37
2018,55,12,12,2,3103734.967,10706,53125.5
2018,67,3,3,1,1951417.0704,10403,63057.24
2018,67,3,3,1,3019486.365,10358,108000.496
2018,67,3,3,1,93544.8717,10370,160735.4
2018,67,4,4,1,1951417.0704,10403,63057.24
2018,67,4,4,1,3019486.365,10358,162000.744
2018,67,6,6,1,1951417.0704,10403,189171.72
2018,67,6,6,1,3201839.6592,10356,249916.43
2018,72,1,1,1,4693625.3925,8244,69999.719
2018,72,1,1,1,4779729.405,9608,306000.0
2018,72,1,1,3,4800777.0525,8233##9430##9600,2183433.3542
2018,72,3,3,3,5062915.935,9442,499315.5
2018,72,4,4,1,4693625.3925,8244,629997.471
2018,72,4,4,1,4884967.6425,8150,686892.92
2018,72,4,4,3,4800777.0525,8233##9600,1211333.5611999999
2018,72,4,4,3,5039954.865,8307##9612,1233078.28
2018,72,7,7,1,4779729.405,8161##9597,550000.0
2018,72,7,7,1,5617808.46,8279,210000.0
2018,72,7,7,3,5022734.0625,9424##9601,801286.35
2018,72,7,7,3,5062915.935,9636,603935.77
2018,72,7,7,3,5126058.8775,8207##9212##9441##9598,2551401.63
2018,72,8,8,3,5106924.6525,8329,1999680.48
2018,72,9,9,1,4779729.405,8143,220012.37
2018,72,9,9,1,5617808.46,8279,231000.0
2018,72,10,10,3,5022734.0625,9367,500770.65
2018,72,10,10,3,5039954.865,8296##8716##8768##9431##9610,1258315.92
2018,72,10,10,3,5062915.935,9599,500653.11
2018,72,10,10,3,5428379.6325,9434,199921.58
2018,72,11,11,1,4884967.6425,8642,429000.0
2018,72,11,11,1,4963417.965,9602,185000.0
2018,72,11,11,1,5617808.46,8279##9211,619000.0
2018,72,11,11,3,4800777.0525,9600,287478.9546
2018,72,11,11,3,5062915.935,8175##8652##9213##9440##9603,2073618.84
2018,73,4,4,1,3736561.659,7709,234899.24
2018,73,6,6,3,4312239.528,7749,287991.2672
2018,73,7,7,1,3860248.416,9196,400000.03
2018,73,7,7,1,4216038.717,9171##9182##9451,1935225.19
2018,73,7,7,1,4362630.429,9457,500000.0
2018,73,7,7,2,677986.668,9202##9489,800000.1799999999
2018,73,7,7,3,4032799.077,9535,647123.16
2018,73,7,7,3,4083189.978,9468,908224.28
2018,73,7,7,3,4312239.528,7749##9458##10516,1509021.2928
2018,73,10,10,1,1817126.43,9456,257749.25
2018,73,10,10,1,4061812.02,9521,249989.04
2018,73,10,10,1,4295442.561,9536,249999.99
2018,73,10,10,2,1166625.708,9203,198654.07
2018,73,10,10,2,1829342.406,9448,239076.84
2018,73,10,10,2,684094.656,9200,199163.5
2018,73,10,10,2,687148.65,9512,321535.0
2018,73,11,11,3,4312239.528,10516,506489.85
2018,74,7,7,2,2144264.094,8794,125054.32
2018,80,4,4,1,1242.792,9210,164501.1925
2018,80,4,4,1,7249.62,10466,178777.176
2018,80,7,7,1,1242.792,9210,164501.1925
2018,80,7,7,1,2899.848,9217,174008.964
2018,80,7,7,1,3624.81,10459,419739.579
2018,80,7,7,3,14809.938,11360,300231.3
2018,80,7,7,3,15638.466,11359,700000.42
2018,80,8,8,3,15534.9,10939,1000000.0
2018,80,9,9,1,1242.792,9210,164501.1925
2018,80,9,9,1,2899.848,9217,116005.976
2018,80,9,9,1,3624.81,10459,179888.391
2018,80,10,10,1,31069.8,9218,145000.225
2018,80,10,10,1,7249.62,10466,89388.588
2018,80,11,11,1,1242.792,9210,164501.1925
2018,80,11,11,1,31069.8,9218,435000.675
2018,80,11,11,1,7249.62,10466,178777.176
2018,80,11,11,1,9942.336,9226,102750.68
2018,80,13,13,1,13774.278,10829,499988.21
2018,80,13,13,1,2899.848,10830,597500.28
2018,80,13,13,2,1139.226,10831,333409.86
2018,80,13,13,2,36144.534,10828,99841.7
2018,87,1,1,1,14676.0222,10162,99000.1166
2018,87,1,1,1,485.961,10140,419875.799
2018,87,3,3,1,11954.6406,9502,363198.9275
2018,87,3,3,1,1749.4596,10089,249907.23
2018,87,3,3,2,34891.9998,9216,124796.045
2018,87,3,3,2,77948.1444,9221,174432.985
2018,87,3,3,2,80086.3728,10145,239541.616
2018,87,3,3,2,83002.1388,9224,159991.024
2018,87,4,4,1,14676.0222,10162,139500.1643
2018,87,4,4,1,1555.0752,10139,500000.165
2018,87,4,4,1,485.961,10956,699975.07
2018,87,4,4,2,78336.9132,10955,599874.1
2018,87,4,4,2,81349.8714,9590,269641.926
2018,87,6,6,1,6025.9164,10011,454514.03
2018,87,6,6,1,64924.3896,10125,409090.239
2018,87,6,6,2,21479.4762,9580,420001.55
2018,87,6,6,2,79114.4508,9998,327216.42
2018,87,6,6,2,81738.6402,9579,418728.45
2018,87,6,6,4,77850.9522,9973,363615.37
2018,87,7,7,1,11954.6406,9502,363198.9275
2018,87,7,7,1,20118.7854,9578##9912,255435.944
2018,87,7,7,1,3693.3036,9974,252001.38
2018,87,7,7,2,81252.6792,9985,123607.9515
2018,87,7,7,4,82030.2168,9577,89106.42
2018,87,9,9,1,11954.6406,9502,363198.9275
2018,87,9,9,1,20118.7854,9578##9912,218644.36099999998
2018,87,9,9,1,3693.3036,9974,252001.38
2018,87,9,9,1,64924.3896,10125,45454.471
2018,87,9,9,2,81252.6792,9985,123607.9515
2018,87,9,9,4,82030.2168,9577,89106.42
2018,87,10,10,1,1749.4596,10089,99962.892
2018,87,10,10,1,485.961,10140,179946.771
2018,87,10,10,2,34891.9998,9216,124796.045
2018,87,10,10,2,77948.1444,9221,174432.985
2018,87,10,10,2,79697.604,9214,205258.1
2018,87,10,10,2,80086.3728,10145,179656.212
2018,87,10,10,2,81349.8714,9590,229694.974
2018,87,10,10,2,81641.448,10154,149620.24
2018,87,10,10,2,83002.1388,9224,39997.756
2018,87,11,11,1,11954.6406,9502,363198.9275
2018,87,11,11,1,14676.0222,10162##10143,811500.2491
2018,87,11,11,1,1555.0752,10139,500000.165
2018,87,11,11,1,1749.4596,10089,149944.338
2018,87,11,11,1,20118.7854,9578##9912,164509.555
2018,87,11,11,1,3693.3036,9974,126000.69
2018,87,11,11,1,64924.3896,10126,600000.0
2018,87,11,11,2,80086.3728,10145,179656.212
2018,87,11,11,2,81252.6792,9985,127353.647
2018,87,11,11,4,82030.2168,9577,44553.21
2018,88,7,7,1,28337.2365,11297,603783.77
2018,88,7,7,1,35496.1173,11268,499999.02
2018,88,7,7,1,71887.0947,11427,249637.42
2018,88,7,7,1,91275.7302,11428,250001.18
2018,88,8,8,3,2088.0069,11248,360000.0
2018,91,4,4,1,3211446.9344,8826,238716.0
2018,91,4,4,1,3516115.9636,8867,366360.5
2018,91,4,4,1,3631184.0948,8812,75000.0
2018,91,4,4,1,3699178.8996,8842,379015.4
2018,91,4,4,1,3760635.7424,8820,35430.3621
2018,91,4,4,2,625029.1672,8823,684051.0
2018,91,4,4,3,3440275.6044,9223##8850,2988468.95
2018,91,4,4,3,3454659.1208,8845##8852,2001965.1500000001
2018,91,4,4,3,645950.6456,9265,563849.6767
2018,91,6,6,1,2111761.726,8846,392790.17
2018,91,6,6,3,3696563.7148,10953,2000000.0
2018,91,6,6,3,645950.6456,9265,1108256.2611
2018,91,6,6,4,3682180.1984,8818,113762.4
2018,91,7,7,1,3542267.8116,8869,95015.1125
2018,91,7,7,3,3431122.4576,8849,250000.0
2018,91,7,7,3,3454659.1208,8877,500000.3
2018,91,7,7,3,3497809.67,8813##8814,864527.8999999999
2018,91,7,7,3,645950.6456,9265,194430.923
2018,91,7,7,4,3682180.1984,8866,281770.0896
2018,91,9,9,3,3454659.1208,8838,999953.95
2018,91,10,10,1,3211446.9344,8826,119358.0
2018,91,10,10,1,3542267.8116,8869,81441.525
2018,91,10,10,3,3431122.4576,8848,1425989.0
2018,91,10,10,3,3440275.6044,8850,280000.0
2018,91,10,10,3,3454659.1208,8854,1002472.3
2018,91,11,11,1,2245136.1508,10958,250000.0
2018,91,11,11,1,3211446.9344,8826,238716.0
2018,91,11,11,1,3516115.9636,8868,204130.71
2018,91,11,11,1,3542267.8116,8869,95015.1125
2018,91,11,11,1,3631184.0948,8812,675000.0
2018,91,11,11,1,3760635.7424,8820,470717.6679
2018,91,11,11,3,3454659.1208,8840,2000000.13
2018,91,11,11,3,645950.6456,9265,77772.3692
2018,91,11,11,4,3682180.1984,8866,598761.4404
2018,105,3,3,1,3543192.416,9529,974495.5
2018,105,4,4,1,3543192.416,11169,1315988.72
2018,105,4,4,1,3742436.032,9518,5018256.13
2018,105,4,4,2,717555.68,9520,499955.36
2018,105,4,4,2,873606.624,11183,493408.03
2018,105,4,4,3,3484673.312,9950,1850072.8
2018,105,4,4,3,3660230.624,11189,1475958.0
2018,105,4,4,4,3813494.944,11167,695199.33
2018,105,5,5,3,3707603.232,9517,667722.78
2018,105,6,6,3,3448447.2,9557,1050000.0
2018,105,6,6,3,3707603.232,9514,19699899.41
2018,105,7,7,2,1024084.32,9538,699994.24
2018,105,7,7,2,1113256.288,9564,499997.85
2018,105,7,7,2,1391918.688,9554,699049.29
2018,105,7,7,2,1889331.072,9561,497755.95
2018,105,7,7,2,717555.68,9556,499797.0
2018,105,7,7,2,720342.304,9527,699994.0
2018,105,7,7,2,724522.24,9865,455350.36
2018,105,7,7,3,3484673.312,9543,1182251.29
2018,105,7,7,3,3646297.504,9846,1688582.41
2018,105,7,7,3,3720143.04,9519,10000000.65
2018,105,7,7,4,3813494.944,9558,698558.06
2018,105,8,8,3,3707603.232,9516,3967127.13
2018,105,9,9,3,3674163.744,9573,1181044.6
2018,105,9,9,3,3707603.232,9515##9534,23779883.58
2018,105,10,10,1,3576631.904,9563,308090.02
2018,105,10,10,1,8359.872,9540,552135.51
2018,105,10,10,2,2074641.568,9568,698645.14
2018,105,10,10,2,848527.008,10013,499994.95
2018,105,10,10,3,3625397.824,9864##9881,2934228.8200000003
2018,105,10,10,3,3646297.504,9551,2546600.0
2018,105,11,11,1,3812101.632,9530,1999998.56
2018,105,11,11,3,3674163.744,9523,4998483.6
2018,105,13,13,3,3484673.312,9553,4000000.26
2018,105,13,13,3,3660230.624,9559,2403501.25
2018,108,1,1,2,1678472.635,9453,352055.68
2018,108,1,1,3,110009.13,7767##9455##8990,4558785.0781
2018,108,1,1,4,1078422.835,8330,299493.1
2018,108,3,3,2,1678472.635,11303,1000000.0
2018,108,3,3,2,1691807.075,11326,1097170.96
2018,108,3,3,2,4890405.87,11281,870566.66
2018,108,3,3,2,615051.045,11329,999972.94
2018,108,3,3,2,6582212.945,11269,999031.39
2018,108,4,4,1,623385.07,9014,299971.24
2018,108,4,4,2,615051.045,11255,799973.57
2018,108,4,4,2,6638884.315,11253,792099.6
2018,108,4,4,2,991748.975,8320,266001.79
2018,108,4,4,3,110009.13,7767,2370097.3595
2018,108,4,4,3,236686.31,9001##11350,3800581.4
2018,108,4,4,4,630052.29,11365,496514.25
2018,108,6,6,1,1686806.66,8293##11283,999416.81
2018,108,6,6,1,2020167.66,11312,445000.0
2018,108,6,6,1,378364.735,8350,588711.87
2018,108,6,6,1,83340.25,8359##11366,2580492.96
2018,108,6,6,2,1510125.33,8354,418766.01
2018,108,6,6,2,1678472.635,9020##11304,524768.13
2018,108,6,6,2,1691807.075,8337##11348,957653.24
2018,108,6,6,2,1695140.685,11334,344351.12
2018,108,6,6,2,2030168.49,11343,225015.65
2018,108,6,6,2,2350195.05,11368,272020.75
2018,108,6,6,2,2613550.24,11314,431197.67
2018,108,6,6,2,576714.53,9023,473402.0
2018,108,6,6,2,591715.775,9021,535241.82
2018,108,6,6,2,618384.655,11361,499800.75
2018,108,6,6,2,991748.975,11288,493100.17
2018,108,6,6,2,993415.78,11320,283131.36
2018,108,6,6,4,630052.29,9024,297133.12
2018,108,7,7,1,2341861.025,11352,1444050.0
2018,108,7,7,1,583381.75,8362,1051394.03
2018,108,7,7,2,1426785.08,8346##8407,945018.8
2018,108,7,7,2,1730143.59,11290,438697.35
2018,108,7,7,2,1905158.115,11261,277736.01
2018,108,7,7,2,2350195.05,8406##11331,949893.48
2018,108,7,7,2,2613550.24,11286,295350.35
2018,108,7,7,2,585048.555,8332,637583.4235
2018,108,7,7,2,586715.36,11311,399944.6
2018,108,7,7,2,595049.385,11340,399854.63
2018,108,7,7,2,618384.655,11321,563470.67
2018,108,7,7,2,908408.725,8367##11325,1313581.0299999998
2018,108,7,7,3,251687.555,11310,600000.0
2018,108,9,9,1,633385.9,8339,246656.4
2018,108,9,9,2,585048.555,8332,235818.5265
2018,108,9,9,2,586715.36,8360##11355,696997.14
2018,108,9,9,4,630052.29,8365,218176.11
2018,108,10,10,1,623385.07,8335##11244,595453.1599999999
2018,108,10,10,2,578381.335,8344##11251,1138140.5
2018,108,10,10,2,595049.385,8373##11307,575887.85
2018,108,10,10,2,610050.63,11262,287892.63
2018,108,11,11,1,623385.07,11148,1224513.56
2018,108,11,11,1,8334.025,11144,2525109.7
2018,108,11,11,2,578381.335,11251,1418903.2
2018,108,11,11,2,580048.14,8370,962592.26
2018,108,11,11,2,591715.775,11302,650004.99
2018,108,11,11,2,871739.015,8280,490149.03
2018,108,12,12,3,110009.13,8990,194898.4624
2018,108,12,12,4,1078422.835,9219,1171051.17
2018,1,3,3,1,5667.2828,7706,1343028.58
2018,1,3,3,1,7022.5026,7670,436092.228
2018,1,4,4,1,21313.9114,7693,350000.21
2018,1,4,4,1,21560.315,7690,297298.43
2018,1,4,4,1,22176.324,7694,269219.8652
2018,1,4,4,1,22484.3285,7682,121437.082
2018,1,4,4,1,23654.7456,7713,43928.85
2018,1,4,4,1,6899.3008,7703,399859.16
2018,1,4,4,2,20266.6961,7714,162881.0175
2018,1,4,4,2,20328.297,7669,413706.3
2018,1,4,4,2,20574.7006,7688,352831.388
2018,1,6,6,1,20821.1042,9731,686783.4868
2018,1,6,6,1,21560.315,9739,369429.88
2018,1,6,6,1,21806.7186,9744,987500.0
2018,1,6,6,1,7022.5026,9751,561249.24
2018,1,6,6,1,9671.3413,9723,1275000.42
2018,1,6,6,2,20328.297,9713,559111.6664
2018,1,7,7,1,20944.306,7685,904332.97
2018,1,7,7,1,21129.1087,7691,196852.3695
2018,1,7,7,1,21929.9204,7705,415866.7275
2018,1,7,7,1,3880.8567,7671,298392.6336
2018,1,7,7,2,21005.9069,7702,257720.508
2018,1,7,7,3,9301.7359,7678,830618.64
2018,1,9,9,1,20821.1042,9731,656923.3352
2018,1,9,9,1,20882.7051,7687##9711,1115354.7016
2018,1,9,9,1,21129.1087,7691##9716,279357.2658
2018,1,9,9,1,21806.7186,9745,823000.0
2018,1,9,9,1,7022.5026,9750,380831.4
2018,1,9,9,2,21005.9069,7702##9743,528963.792
2018,1,9,9,2,23285.1402,9712,244030.66
2018,1,9,9,3,8808.9287,7665##9708,3531969.34
2018,1,9,9,3,9240.135,7668,3054085.85
2018,1,10,10,1,20882.7051,7687##9711,417161.2487
2018,1,10,10,1,21129.1087,7691##9716,295600.6047
2018,1,10,10,1,21929.9204,7705,138622.2425
2018,1,10,10,1,22114.7231,9736,74199.37
2018,1,10,10,1,22176.324,7694,55067.6997
2018,1,10,10,1,23901.1492,9760,501000.77
2018,1,10,10,1,3880.8567,9714,235758.396
2018,1,10,10,1,7022.5026,7670,290728.152
2018,1,10,10,2,20266.6961,7714##9759,791073.2025
2018,1,10,10,2,23346.7411,9732,265752.0912
2018,1,10,10,2,24085.9519,7700##9763,403654.29000000004
2018,1,11,11,1,20821.1042,9731,149300.758
2018,1,11,11,1,20882.7051,7687##9711,744903.1597
2018,1,11,11,1,21498.7141,9746,509196.74
2018,1,11,11,1,21806.7186,7701,350000.0
2018,1,11,11,1,22114.7231,9736,296797.48
2018,1,11,11,1,22176.324,7694##9703,674036.9951
2018,1,11,11,1,22484.3285,7682,485748.328
2018,1,11,11,1,22730.7321,7711,800000.0
2018,1,11,11,1,23654.7456,7713,165256.15
2018,1,11,11,1,3880.8567,7671##9714,873361.6104
2018,1,11,11,2,20328.297,9713,439302.0236
2018,1,11,11,2,20574.7006,7688##9756,775666.792
2018,1,11,11,2,23346.7411,9732,287898.0988
2018,1,11,11,2,24085.9519,9763,246129.96
2018,18,1,1,1,32018.5684,10528,120640.0104
2018,18,1,1,2,34809.5332,9149##10573,299619.79000000004
2018,18,1,1,3,33646.6312,10567,150000.115
2018,18,2,2,1,30623.086,9177,184000.0
2018,18,2,2,1,32406.2024,9163,350000.0
2018,18,2,2,1,33801.6848,9107##10600,425000.93
2018,18,2,2,2,29537.7108,10537,280029.17
2018,18,2,2,2,37057.8104,10582,250000.0
2018,18,3,3,1,30157.9252,10538,208240.0
2018,18,3,3,1,30468.0324,9172,300000.0
2018,18,3,3,1,31320.8272,10588,300000.0
2018,18,3,3,1,32018.5684,10528,199520.0172
2018,18,3,3,3,30778.1396,9528##9008##10539,819045.12
2018,18,4,4,1,30157.9252,10538,169880.0
2018,18,4,4,1,30623.086,9177,276000.0
2018,18,4,4,1,32018.5684,9164,278989.0198
2018,18,4,4,3,30855.6664,9174##10590,780399.11
2018,18,4,4,3,33646.6312,9082##10567,499951.13
2018,18,5,5,3,31010.72,10576,400000.01
2018,18,6,6,1,30623.086,10838##10554,600000.01
2018,18,6,6,1,32018.5684,10528,64960.0056
2018,18,6,6,1,32096.0952,10564,433000.52
2018,18,6,6,1,32406.2024,10587,570000.5025
2018,18,6,6,1,33801.6848,9107,85000.0
2018,18,6,6,1,37445.4444,10602,250000.61
2018,18,6,6,3,32251.1488,9142##10601,1549999.9
2018,18,7,7,1,29072.55,10583,99928.61
2018,18,7,7,1,29227.6036,10579,29200.086
2018,18,7,7,1,29382.6572,9004##10536,287226.23
2018,18,7,7,1,29615.2376,9075##10563,450197.28500000003
2018,18,7,7,1,30002.8716,10610,250000.71
2018,18,7,7,1,35274.694,9550##9077##10565,423162.765
2018,18,7,7,1,36515.1228,9044,181691.48
2018,18,7,7,2,37522.9712,9144,30000.0
2018,18,7,7,3,31708.4612,9123##10607,319942.52
2018,18,7,7,3,32173.622,9183##10592,850000.15
2018,18,8,8,1,30623.086,9170##10596,500000.0
2018,18,8,8,1,36282.5424,9000##10545,1089998.46
2018,18,8,8,1,40313.936,10522,637500.0
2018,18,8,8,3,31010.72,9160##10559,838671.24
2018,18,9,9,1,29072.55,10583,299785.83
2018,18,9,9,1,29227.6036,10579,116800.344
2018,18,9,9,1,29382.6572,9004##10536,287226.23
2018,18,9,9,1,29615.2376,9075##10563,450197.28500000003
2018,18,9,9,1,35274.694,9550##9547##9077##10565,723162.885
2018,18,9,9,2,37522.9712,9144,20000.0
2018,18,9,9,3,30778.1396,9106##10572,1165767.96
2018,18,9,9,3,31010.72,9029##10609,934282.36
2018,18,10,10,1,30157.9252,9548##10538,218640.0
2018,18,10,10,1,30933.1932,10578,400000.0
2018,18,10,10,1,31941.0416,9155,299999.57
2018,18,10,10,1,32018.5684,9164##10528##10561,628875.027
2018,18,10,10,1,32561.256,9162,148514.27
2018,18,10,10,1,33801.6848,10580,148126.7475
2018,18,10,10,2,32871.3632,10568,207767.25
2018,18,10,10,2,34111.792,9087,130000.72
2018,18,10,10,3,30778.1396,9008##10606,471022.73
2018,18,10,10,3,30855.6664,10603,250001.86
2018,18,10,10,3,33646.6312,10567,150000.115
2018,18,11,11,1,29382.6572,9215,236004.55
2018,18,11,11,1,30157.9252,9080##10538,392240.01
2018,18,11,11,1,30468.0324,9178,201915.97
2018,18,11,11,1,30623.086,10525,330539.0
2018,18,11,11,1,31398.354,10581,200309.0
2018,18,11,11,1,32096.0952,9135##10527,692520.0
2018,18,11,11,1,32406.2024,9163##10587##10589,437794.95749999996
2018,18,11,11,1,33801.6848,9119##10580,894380.2424999999
2018,18,11,11,2,37057.8104,9078##10577,464652.73
2018,27,3,3,1,224430.2592,9813,548962.5838
2018,27,3,3,2,225410.304,10475,1135299.264
2018,27,4,4,1,197479.0272,9851,226772.48
2018,27,4,4,1,221490.1248,10378,749408.225
2018,27,6,6,1,210219.6096,10463,2400000.0
2018,27,6,6,2,225410.304,9893,1146923.0918
2018,27,7,7,1,210219.6096,10148,962000.0
2018,27,8,8,1,224430.2592,9813,270384.5562
